total_return_pct,final_capital,trades,win_rate,profit_factor,avg_win,avg_loss,best_trade,worst_trade,max_drawdown,long_trades,short_trades,liquidated,st_period,st_mult,ao_fast,ao_slow,vol_threshold,sl_atr_mult,ts_activation,ts_trail_atr_mult
-75.47,24.53,62,35.48,0.8,3.2792,-2.2481,7.2379,-4.6732,-91.38,32,30,False,7,4.0,5,34,1.3,2.0,3.0,1.5
-75.51,24.49,48,45.83,0.6,1.3804,-1.9483,2.8181,-3.2753,-76.79,23,25,False,14,3.0,5,34,1.5,2.0,1.5,1.5
-75.51,24.49,52,42.31,0.71,2.2732,-2.3449,7.472,-4.6732,-81.97,28,24,False,7,4.0,7,21,1.5,2.0,2.0,1.5
-75.53,24.47,55,32.73,0.73,2.9184,-1.936,8.3735,-3.2767,-87.92,26,29,False,7,3.0,7,34,1.3,2.0,3.0,3.0
-75.55,24.45,48,50.0,0.51,1.5477,-3.057,4.5068,-4.9129,-81.05,26,22,False,14,3.0,7,21,1.5,3.0,2.0,1.5
-75.63,24.37,53,33.96,0.47,2.0459,-2.2556,7.5425,-4.6794,-82.43,23,30,False,7,3.0,7,34,1.3,3.0,1.5,3.0
-75.69,24.31,77,42.86,0.67,2.602,-2.9332,5.1628,-5.1367,-82.22,43,34,False,10,3.0,5,34,1.0,3.0,3.0,1.5
-75.71,24.29,73,47.95,0.63,1.8038,-2.6566,9.7706,-4.9485,-84.23,39,34,False,14,4.0,7,21,1.0,3.0,1.5,2.0
-75.73,24.27,66,36.36,0.64,3.1848,-2.8507,8.5019,-5.533,-90.43,31,35,False,7,3.0,7,21,1.3,3.0,3.0,2.0
-75.82,24.18,60,48.33,0.68,1.3888,-1.8971,5.5304,-4.076,-79.39,26,34,False,10,3.0,5,21,1.5,2.0,1.5,1.5
-75.88,24.12,62,30.65,0.78,3.5537,-2.0225,9.0628,-4.6732,-88.83,34,28,False,7,4.0,7,21,1.3,2.0,1.5,3.0
-75.91,24.09,85,47.06,0.67,1.5718,-2.0934,4.1761,-3.6992,-86.77,48,37,False,7,2.0,5,21,1.0,2.0,1.5,1.5
-75.92,24.08,61,40.98,0.8,2.1345,-1.863,8.573,-3.2753,-81.34,31,30,False,14,3.0,5,34,1.3,2.0,1.5,2.0
-75.94,24.06,58,41.38,0.61,3.2198,-3.7303,8.2874,-6.6525,-86.94,28,30,False,10,4.0,5,34,1.3,4.0,2.0,3.0
-75.94,24.06,51,43.14,0.54,1.8667,-2.6137,9.4146,-5.0433,-85.99,27,24,False,7,4.0,5,34,1.5,3.0,1.5,2.0
-75.97,24.03,48,35.42,0.46,1.6821,-2.0156,4.7285,-3.2253,-77.58,26,22,False,10,2.0,5,21,1.5,2.0,3.0,3.0
-75.98,24.02,87,55.17,0.61,1.2842,-2.5768,4.4853,-5.1367,-82.51,49,38,False,10,3.0,7,21,1.0,3.0,1.5,1.5
-76.0,24.0,61,37.7,0.54,2.353,-2.6405,7.5425,-5.533,-83.82,27,34,False,7,3.0,5,34,1.3,3.0,2.0,3.0
-76.01,23.99,51,47.06,0.59,1.2685,-1.9023,3.1044,-4.076,-79.84,25,26,False,10,3.0,7,21,1.5,2.0,1.5,1.5
-76.02,23.98,51,47.06,0.56,1.2428,-1.9727,2.6814,-4.076,-81.01,24,27,False,10,3.0,5,34,1.5,2.0,1.5,1.5
-76.07,23.93,61,49.18,0.43,1.2795,-2.8737,3.5117,-5.533,-87.39,27,34,False,7,3.0,5,34,1.3,3.0,1.5,1.5
-76.12,23.88,61,52.46,0.66,1.9314,-3.2217,7.4485,-5.1641,-85.59,33,28,False,10,4.0,7,34,1.0,3.0,2.0,1.5
-76.13,23.87,79,50.63,0.59,1.5283,-2.6602,6.2783,-5.533,-88.9,40,39,False,7,3.0,7,21,1.0,3.0,1.5,1.5
-76.15,23.85,56,32.14,0.75,3.5233,-2.2191,8.2874,-4.076,-90.1,28,28,False,10,4.0,5,34,1.5,2.0,3.0,3.0
-76.23,23.77,75,57.33,0.7,2.1219,-4.0641,7.4485,-6.6525,-85.24,38,37,False,10,4.0,5,21,1.0,4.0,2.0,1.5
-76.24,23.76,73,30.14,0.85,3.8344,-1.9352,9.2916,-4.076,-89.15,39,34,False,10,4.0,7,21,1.0,2.0,1.5,3.0
-76.24,23.76,55,49.09,0.63,2.0707,-3.1519,7.2379,-5.0433,-86.1,29,26,False,7,4.0,7,34,1.3,3.0,2.0,1.5
-76.26,23.74,63,34.92,0.71,3.432,-2.6015,7.9479,-5.0433,-89.79,34,29,False,7,4.0,7,34,1.0,3.0,2.0,3.0
-76.26,23.74,75,40.0,0.61,1.7617,-1.9378,4.8303,-3.4947,-77.98,39,36,False,14,2.0,7,21,1.0,2.0,1.5,2.0
-76.27,23.73,78,53.85,0.71,2.0734,-3.3869,7.5623,-5.0984,-84.31,40,38,False,14,4.0,5,21,1.0,3.0,2.0,1.5
-76.32,23.68,47,38.3,0.63,1.9348,-1.9068,5.7277,-4.076,-82.96,22,25,False,10,3.0,7,34,1.5,2.0,2.0,2.0
-76.33,23.67,90,55.56,0.67,1.7507,-3.2512,8.573,-6.0166,-78.7,49,41,False,14,3.0,5,21,1.0,4.0,2.0,2.0
-76.34,23.66,65,47.69,0.5,1.4477,-2.6529,6.2783,-5.533,-88.03,30,35,False,7,3.0,7,21,1.3,3.0,1.5,1.5
-76.36,23.64,71,33.8,0.87,3.7417,-2.1932,9.0628,-4.6732,-90.24,37,34,False,7,4.0,7,21,1.0,2.0,3.0,3.0
-76.38,23.62,52,34.62,0.53,2.2344,-2.2447,5.7119,-4.9129,-80.4,26,26,False,14,3.0,5,21,1.5,3.0,1.5,3.0
-76.44,23.56,64,54.69,0.6,2.0204,-4.0753,7.4485,-6.6525,-83.95,32,32,False,10,4.0,7,34,1.0,4.0,2.0,1.5
-76.46,23.54,69,52.17,0.62,2.3643,-4.1603,9.7706,-6.598,-81.65,36,33,False,14,4.0,5,34,1.0,4.0,2.0,2.0
-76.49,23.51,47,31.91,0.5,2.472,-2.3084,6.1794,-4.9129,-80.06,25,22,False,14,3.0,7,21,1.5,3.0,1.5,3.0
-76.5,23.5,69,42.03,0.64,2.4964,-2.835,4.4853,-4.8707,-84.54,37,32,False,10,3.0,7,34,1.0,3.0,3.0,1.5
-76.55,23.45,79,45.57,0.76,2.8329,-3.1061,8.573,-4.9129,-89.18,45,34,False,14,3.0,7,21,1.0,3.0,3.0,2.0
-76.57,23.43,68,52.94,0.73,2.1026,-3.2447,7.4485,-5.1641,-87.48,37,31,False,10,4.0,7,21,1.0,3.0,2.0,1.5
-76.57,23.43,81,51.85,0.7,1.799,-2.7617,8.573,-4.9129,-85.84,46,35,False,14,3.0,7,21,1.0,3.0,2.0,2.0
-76.6,23.4,54,31.48,0.71,3.3071,-2.1382,7.9479,-4.6732,-90.66,28,26,False,7,4.0,5,34,1.5,2.0,2.0,3.0
-76.61,23.39,60,45.0,0.67,1.715,-2.0909,5.5304,-4.076,-82.01,26,34,False,10,3.0,5,21,1.5,2.0,2.0,1.5
-76.62,23.38,75,40.0,0.81,2.7259,-2.2551,9.7706,-3.6459,-81.72,40,35,False,14,4.0,7,21,1.0,2.0,2.0,2.0
-76.63,23.37,58,44.83,0.64,3.3121,-4.2274,7.4485,-6.6525,-87.66,28,30,False,10,4.0,5,34,1.3,4.0,3.0,1.5
-76.63,23.37,90,60.0,0.65,1.5398,-3.5541,5.6941,-6.0166,-77.95,49,41,False,14,3.0,5,21,1.0,4.0,2.0,1.5
-76.66,23.34,54,48.15,0.58,2.5916,-4.1307,9.6409,-6.6525,-84.84,27,27,False,10,4.0,5,34,1.5,4.0,2.0,2.0
-76.68,23.32,74,37.84,0.64,2.5262,-2.4191,10.4584,-5.533,-84.3,33,41,False,7,3.0,5,21,1.3,3.0,2.0,3.0
-76.71,23.29,88,46.59,0.82,2.7656,-2.9528,8.573,-4.9129,-88.21,48,40,False,14,3.0,5,21,1.0,3.0,3.0,2.0
-76.75,23.25,66,36.36,0.75,2.7448,-2.079,6.4073,-3.2767,-90.84,35,31,False,7,3.0,7,34,1.0,2.0,3.0,2.0
-76.75,23.25,91,56.04,0.64,1.5754,-3.1351,8.573,-6.0166,-79.0,49,42,False,14,3.0,5,21,1.0,4.0,1.5,2.0
-76.76,23.24,65,47.69,0.58,1.2575,-1.9613,3.5117,-3.6887,-87.55,31,34,False,7,3.0,5,34,1.3,2.0,1.5,1.5
-76.76,23.24,60,38.33,0.8,2.5273,-1.9741,8.573,-3.2753,-86.09,31,29,False,14,3.0,5,34,1.3,2.0,2.0,2.0
-76.76,23.24,69,42.03,0.68,3.4861,-3.7131,8.2874,-6.6525,-88.11,36,33,False,10,4.0,5,34,1.0,4.0,3.0,3.0
-76.77,23.23,48,35.42,0.44,1.5668,-1.9728,4.7285,-3.2253,-76.32,26,22,False,10,2.0,5,21,1.5,2.0,2.0,3.0
-76.78,23.22,61,34.43,0.76,3.2231,-2.2151,8.2874,-4.076,-91.08,30,31,False,10,4.0,5,34,1.3,2.0,3.0,3.0
-76.78,23.22,47,40.43,0.56,1.6228,-1.9697,2.954,-4.076,-84.68,22,25,False,10,3.0,7,34,1.5,2.0,2.0,1.5
-76.79,23.21,59,33.9,0.62,3.0399,-2.5043,7.9479,-5.0433,-90.02,32,27,False,7,4.0,5,34,1.3,3.0,1.5,3.0
-76.84,23.16,67,43.28,0.69,1.6104,-1.774,8.5397,-4.076,-82.61,35,32,False,10,3.0,7,21,1.3,2.0,1.5,2.0
-76.85,23.15,70,51.43,0.68,2.1811,-3.3921,7.5623,-5.0984,-83.61,37,33,False,14,4.0,7,21,1.0,3.0,2.0,1.5
-76.92,23.08,49,38.78,0.45,1.3956,-1.9777,3.4226,-3.2253,-75.4,27,22,False,10,2.0,5,21,1.5,2.0,1.5,2.0
-76.93,23.07,72,36.11,0.87,3.4892,-2.2539,9.4146,-4.6732,-92.21,38,34,False,7,4.0,7,21,1.0,2.0,3.0,2.0
-76.94,23.06,62,38.71,0.8,2.7267,-2.1527,9.4146,-4.6732,-85.08,34,28,False,7,4.0,7,21,1.3,2.0,2.0,2.0
-76.96,23.04,52,46.15,0.59,1.5091,-2.2084,7.2379,-4.6732,-83.04,28,24,False,7,4.0,7,21,1.5,2.0,1.5,1.5
-77.01,22.99,55,36.36,0.65,3.3643,-2.9392,7.9479,-5.0433,-90.84,29,26,False,7,4.0,7,34,1.3,3.0,3.0,3.0
-77.01,22.99,48,43.75,0.46,1.6381,-2.7686,5.7009,-4.9129,-82.63,26,22,False,14,3.0,7,21,1.5,3.0,2.0,2.0
-77.02,22.98,49,26.53,0.75,4.1824,-2.0111,8.451,-3.2753,-89.52,25,24,False,14,3.0,7,21,1.5,2.0,3.0,3.0
-77.04,22.96,63,46.03,0.65,2.3208,-3.0536,5.624,-4.8439,-82.85,32,31,False,14,3.0,7,34,1.0,3.0,3.0,1.5
-77.04,22.96,59,47.46,0.58,1.7619,-2.7432,9.6409,-4.9893,-87.05,30,29,False,10,4.0,5,34,1.3,3.0,1.5,2.0
-77.07,22.93,51,39.22,0.65,2.0276,-2.0003,5.7277,-4.076,-81.65,24,27,False,10,3.0,5,34,1.5,2.0,2.0,2.0
-77.11,22.89,85,30.59,0.81,3.5776,-1.9513,9.4245,-3.6459,-86.82,43,42,False,14,4.0,5,21,1.0,2.0,1.5,3.0
-77.11,22.89,65,35.38,0.76,2.9207,-2.0954,8.5019,-3.6887,-88.13,31,34,False,7,3.0,5,34,1.3,2.0,3.0,2.0
-77.17,22.83,53,39.62,0.67,1.8419,-1.8126,5.9099,-3.044,-78.22,26,27,False,14,3.0,7,34,1.3,2.0,1.5,2.0
-77.21,22.79,88,48.86,0.68,2.5094,-3.5065,5.6941,-6.2535,-82.4,48,40,False,14,3.0,5,21,1.0,4.0,3.0,1.5
-77.24,22.76,48,41.67,0.63,1.8101,-2.0569,5.624,-3.2753,-79.21,23,25,False,14,3.0,5,34,1.5,2.0,2.0,1.5
-77.25,22.75,48,43.75,0.43,1.3887,-2.5132,3.9347,-4.9129,-79.2,26,22,False,14,3.0,7,21,1.5,3.0,1.5,2.0
-77.26,22.74,78,47.44,0.72,1.6623,-2.0789,5.5304,-4.076,-84.53,37,41,False,10,3.0,5,21,1.3,2.0,2.0,1.5
-77.32,22.68,51,41.18,0.6,1.5133,-1.7612,5.7277,-4.076,-80.07,25,26,False,10,3.0,7,21,1.5,2.0,1.5,2.0
-77.32,22.68,50,28.0,0.8,3.9866,-1.9501,8.4577,-4.076,-90.05,24,26,False,10,3.0,7,21,1.5,2.0,3.0,3.0
-77.33,22.67,76,55.26,0.62,1.552,-3.1113,7.5623,-4.9485,-81.77,41,35,False,14,4.0,5,34,1.0,3.0,1.5,1.5
-77.39,22.61,66,33.33,0.67,3.6781,-2.7371,10.4584,-5.533,-91.08,31,35,False,7,3.0,7,21,1.3,3.0,3.0,3.0
-77.43,22.57,70,55.71,0.64,1.5524,-3.0359,7.4485,-4.9893,-86.38,38,32,False,10,4.0,5,34,1.0,3.0,1.5,1.5
-77.53,22.47,59,50.85,0.6,1.7141,-2.9734,7.2379,-5.0433,-86.86,32,27,False,7,4.0,5,34,1.3,3.0,1.5,1.5
-77.53,22.47,80,45.0,0.74,1.6762,-1.8521,8.5019,-3.6887,-81.05,37,43,False,7,3.0,5,21,1.3,2.0,1.5,2.0
-77.58,22.42,81,48.15,0.61,2.3677,-3.6052,4.553,-6.2535,-82.69,45,36,False,14,3.0,7,21,1.0,4.0,3.0,1.5
-77.6,22.4,77,44.16,0.74,1.6768,-1.7861,8.5397,-4.076,-82.84,37,40,False,10,3.0,5,21,1.3,2.0,1.5,2.0
-77.62,22.38,48,39.58,0.55,2.6022,-3.1196,5.9099,-5.1584,-81.41,24,24,False,14,3.0,7,34,1.3,3.0,3.0,2.0
-77.62,22.38,57,47.37,0.66,2.3576,-3.2276,9.6409,-5.1641,-87.39,29,28,False,10,4.0,5,34,1.3,3.0,2.0,2.0
-77.63,22.37,73,39.73,0.68,2.9463,-2.8646,8.4819,-5.0984,-87.57,39,34,False,14,4.0,5,34,1.0,3.0,2.0,3.0
-77.67,22.33,79,43.04,0.82,2.0623,-1.902,8.5019,-3.6887,-86.38,42,37,False,7,3.0,5,34,1.0,2.0,1.5,2.0
-77.7,22.3,52,48.08,0.61,2.1806,-3.3364,7.4485,-5.1641,-86.21,27,25,False,10,4.0,5,34,1.5,3.0,2.0,1.5
-77.71,22.29,72,36.11,0.58,2.2362,-2.18,7.6847,-5.1367,-80.03,33,39,False,10,3.0,5,21,1.3,3.0,1.5,3.0
-77.73,22.27,98,54.08,0.68,1.6428,-2.8617,5.5304,-5.1367,-83.53,52,46,False,10,3.0,5,21,1.0,3.0,2.0,1.5
-77.73,22.27,81,45.68,0.74,1.7686,-1.9984,5.2603,-3.6887,-87.3,39,42,False,7,3.0,5,21,1.3,2.0,2.0,1.5
-77.77,22.23,97,51.55,0.68,1.576,-2.4644,8.5397,-5.1367,-82.2,52,45,False,10,3.0,5,21,1.0,3.0,1.5,2.0
-77.78,22.22,68,42.65,0.58,2.8427,-3.6264,8.573,-6.8778,-83.19,36,32,False,14,3.0,5,21,1.3,4.0,3.0,2.0
-77.81,22.19,70,32.86,0.61,2.7982,-2.2469,9.1234,-3.6992,-86.77,40,30,False,7,2.0,7,21,1.0,2.0,3.0,2.0
-77.83,22.17,80,36.25,0.82,2.8269,-1.9629,8.7802,-3.6887,-90.61,39,41,False,7,3.0,5,21,1.3,2.0,3.0,1.5
-77.83,22.17,83,34.94,0.66,2.3981,-1.9657,7.9745,-3.6992,-85.87,47,36,False,7,2.0,5,21,1.0,2.0,2.0,3.0
-77.89,22.11,74,32.43,0.62,2.4145,-1.8743,7.5581,-3.4947,-77.13,39,35,False,14,2.0,7,21,1.0,2.0,2.0,3.0
-77.9,22.1,59,37.29,0.68,3.3842,-2.9792,7.9479,-5.0433,-91.2,32,27,False,7,4.0,5,34,1.3,3.0,3.0,3.0
-77.92,22.08,84,42.86,0.68,1.7201,-1.8888,4.8303,-3.123,-83.58,44,40,False,14,2.0,5,21,1.0,2.0,1.5,2.0
-77.99,22.01,81,33.33,0.85,3.5675,-2.0888,9.2916,-4.076,-89.96,42,39,False,10,4.0,5,21,1.0,2.0,2.0,3.0
-78.0,22.0,68,42.65,0.7,1.8061,-1.9172,8.5397,-4.076,-84.89,35,33,False,10,3.0,7,21,1.3,2.0,2.0,2.0
-78.04,21.96,89,52.81,0.73,1.6301,-2.5144,8.573,-4.9129,-83.22,49,40,False,14,3.0,5,21,1.0,3.0,1.5,2.0
-78.09,21.91,75,34.67,0.82,3.1293,-2.0244,8.5397,-4.076,-90.28,35,40,False,10,3.0,5,21,1.3,2.0,3.0,2.0
-78.12,21.88,67,31.34,0.78,3.49,-2.0369,8.2874,-4.076,-90.56,35,32,False,10,4.0,7,34,1.0,2.0,2.0,3.0
-78.13,21.87,66,34.85,0.59,2.7207,-2.4873,10.4584,-5.533,-85.28,31,35,False,7,3.0,7,21,1.3,3.0,2.0,3.0
-78.16,21.84,52,38.46,0.63,2.0067,-1.9888,9.4146,-4.6732,-85.44,28,24,False,7,4.0,7,21,1.5,2.0,1.5,2.0
-78.16,21.84,48,33.33,0.41,1.9841,-2.4155,7.5425,-5.533,-82.97,20,28,False,7,3.0,5,34,1.5,3.0,1.5,3.0
-78.16,21.84,69,42.03,0.64,3.1553,-3.5676,8.2874,-6.6525,-88.15,36,33,False,10,4.0,5,34,1.0,4.0,2.0,3.0
-78.17,21.83,81,48.15,0.63,1.7779,-2.6269,9.7706,-4.9485,-85.83,42,39,False,14,4.0,5,21,1.0,3.0,1.5,2.0
-78.18,21.82,78,48.72,0.72,1.3976,-1.855,5.5304,-4.076,-83.39,37,41,False,10,3.0,5,21,1.3,2.0,1.5,1.5
-78.18,21.82,68,45.59,0.64,1.535,-2.0076,3.5332,-4.076,-86.65,35,33,False,10,3.0,7,21,1.3,2.0,2.0,1.5
-78.19,21.81,82,52.44,0.67,1.5802,-2.5849,8.573,-4.9129,-84.33,46,36,False,14,3.0,7,21,1.0,3.0,1.5,2.0
-78.22,21.78,55,40.0,0.62,2.9437,-3.1715,8.573,-5.1584,-82.22,29,26,False,14,3.0,5,34,1.3,3.0,3.0,2.0
-78.22,21.78,71,52.11,0.5,1.4445,-3.1696,9.4146,-6.7244,-85.79,37,34,False,7,4.0,5,34,1.0,4.0,1.5,2.0
-78.23,21.77,54,29.63,0.67,3.2493,-2.0493,7.9479,-4.6732,-91.3,28,26,False,7,4.0,5,34,1.5,2.0,1.5,3.0
-78.25,21.75,64,46.88,0.6,1.3144,-1.9461,3.5332,-4.076,-86.68,31,33,False,10,3.0,5,34,1.3,2.0,1.5,1.5
-78.27,21.73,63,33.33,0.63,2.1334,-1.7064,7.5425,-3.6887,-82.52,26,37,False,7,3.0,5,21,1.5,2.0,2.0,3.0
-78.28,21.72,61,37.7,0.57,2.9156,-3.0818,8.5019,-5.533,-89.71,27,34,False,7,3.0,5,34,1.3,3.0,3.0,2.0
-78.29,21.71,57,31.58,0.73,3.3648,-2.1324,8.2874,-4.076,-90.99,29,28,False,10,4.0,5,34,1.5,2.0,2.0,3.0
-78.3,21.7,69,42.03,0.75,3.0976,-2.9867,8.435,-5.0433,-91.41,37,32,False,7,4.0,5,34,1.0,3.0,3.0,1.5
-78.32,21.68,101,58.42,0.58,1.2902,-3.1147,5.5304,-5.8765,-80.48,54,47,False,10,3.0,5,21,1.0,4.0,1.5,1.5
-78.34,21.66,61,37.7,0.54,2.7483,-3.0818,4.8258,-5.533,-91.3,27,34,False,7,3.0,5,34,1.3,3.0,3.0,1.5
-78.37,21.63,59,45.76,0.67,2.3849,-3.0077,9.4146,-5.0433,-87.65,32,27,False,7,4.0,5,34,1.3,3.0,2.0,2.0
-78.38,21.62,63,34.92,0.7,3.6252,-2.7686,7.9479,-5.0433,-91.39,33,30,False,7,4.0,7,34,1.0,3.0,3.0,3.0
-78.41,21.59,57,29.82,0.7,3.3102,-2.0004,8.2874,-4.076,-91.05,29,28,False,10,4.0,5,34,1.5,2.0,1.5,3.0
-78.42,21.58,84,40.48,0.82,2.6688,-2.2193,9.7706,-3.6459,-83.13,43,41,False,14,4.0,5,21,1.0,2.0,2.0,2.0
-78.45,21.55,78,33.33,0.77,3.215,-2.1012,8.4819,-3.6459,-88.84,42,36,False,14,4.0,5,34,1.0,2.0,2.0,3.0
-78.49,21.51,68,47.06,0.66,1.5633,-2.1011,7.5623,-3.6459,-87.12,36,32,False,14,4.0,7,34,1.0,2.0,1.5,1.5
-78.57,21.43,75,32.0,0.69,3.1541,-2.1377,9.2142,-3.2815,-89.74,43,32,False,10,2.0,7,21,1.0,2.0,3.0,2.0
-78.58,21.42,74,40.54,0.66,2.9737,-3.0677,8.5019,-5.533,-91.24,37,37,False,7,3.0,5,34,1.0,3.0,3.0,2.0
-78.59,21.41,58,41.38,0.6,3.4278,-4.0193,8.2874,-6.6525,-89.05,28,30,False,10,4.0,5,34,1.3,4.0,3.0,3.0
-78.6,21.4,59,42.37,0.63,1.6009,-1.8703,5.7277,-4.076,-84.46,29,30,False,10,3.0,7,34,1.3,2.0,1.5,2.0
-78.61,21.39,67,55.22,0.62,2.0447,-4.0952,7.4485,-6.6525,-86.71,35,32,False,10,4.0,7,21,1.0,4.0,2.0,1.5
-78.64,21.36,64,43.75,0.62,1.6432,-2.0718,3.5332,-4.076,-87.84,31,33,False,10,3.0,5,34,1.3,2.0,2.0,1.5
-78.66,21.34,52,36.54,0.67,2.251,-1.9387,5.9099,-3.2292,-82.63,26,26,False,14,3.0,7,34,1.3,2.0,2.0,2.0
-78.67,21.33,63,49.21,0.56,1.556,-2.6869,9.6409,-4.9893,-87.98,34,29,False,10,4.0,7,34,1.0,3.0,1.5,2.0
-78.69,21.31,60,41.67,0.67,1.8839,-2.0154,9.4146,-4.6732,-85.8,29,31,False,7,4.0,5,21,1.5,2.0,1.5,2.0
-78.71,21.29,74,40.54,0.62,2.7895,-3.0677,4.8258,-5.533,-92.14,37,37,False,7,3.0,5,34,1.0,3.0,3.0,1.5
-78.74,21.26,70,35.71,0.79,2.9933,-2.1175,9.0628,-4.6732,-90.16,36,34,False,7,4.0,5,21,1.3,2.0,2.0,3.0
-78.74,21.26,76,50.0,0.65,1.6975,-2.6026,9.6409,-4.9987,-89.23,41,35,False,10,4.0,5,21,1.0,3.0,1.5,2.0
-78.78,21.22,59,35.59,0.63,3.0966,-2.7227,7.9479,-5.0433,-90.88,32,27,False,7,4.0,5,34,1.3,3.0,2.0,3.0
-78.79,21.21,51,39.22,0.59,1.7229,-1.8883,5.7277,-4.076,-83.11,25,26,False,10,3.0,7,21,1.5,2.0,2.0,2.0
-78.82,21.18,38,31.58,0.3,1.3952,-2.143,3.8875,-3.6234,-78.42,24,14,False,7,2.0,7,21,1.5,2.0,1.5,2.0
-78.84,21.16,51,41.18,0.55,1.6209,-2.0622,2.954,-4.076,-84.48,24,27,False,10,3.0,5,34,1.5,2.0,2.0,1.5
-78.86,21.14,47,31.91,0.67,2.9734,-2.0651,5.9099,-3.2753,-83.21,22,25,False,14,3.0,5,34,1.5,2.0,3.0,2.0
-78.86,21.14,59,45.76,0.57,1.3225,-1.9519,3.5332,-4.076,-86.15,29,30,False,10,3.0,7,34,1.3,2.0,1.5,1.5
-78.91,21.09,79,40.51,0.81,2.3614,-1.9848,8.5019,-3.6887,-89.9,42,37,False,7,3.0,5,34,1.0,2.0,2.0,2.0
-78.92,21.08,57,49.12,0.62,2.1344,-3.3276,7.4485,-5.1641,-87.28,29,28,False,10,4.0,5,34,1.3,3.0,2.0,1.5
-78.96,21.04,80,42.5,0.74,1.9334,-1.9276,8.5019,-3.6887,-85.44,37,43,False,7,3.0,5,21,1.3,2.0,2.0,2.0
-78.98,21.02,93,48.39,0.66,1.944,-2.7445,8.5019,-5.533,-89.99,46,47,False,7,3.0,5,21,1.0,3.0,2.0,2.0
-79.02,20.98,62,38.71,0.62,1.8123,-1.8428,7.6523,-3.2253,-84.68,35,27,False,10,2.0,5,21,1.3,2.0,1.5,3.0
-79.03,20.97,55,40.0,0.52,1.4369,-1.8445,3.491,-3.2253,-80.62,30,25,False,10,2.0,7,21,1.3,2.0,1.5,1.5
-79.09,20.91,71,52.11,0.73,2.0998,-3.1142,7.472,-5.0433,-89.09,39,32,False,7,4.0,7,21,1.0,3.0,2.0,1.5
-79.1,20.9,89,56.18,0.72,1.602,-2.8677,5.6941,-4.9129,-83.64,49,40,False,14,3.0,5,21,1.0,3.0,2.0,1.5
-79.15,20.85,81,38.27,0.88,3.2676,-2.292,9.4146,-4.6732,-92.97,41,40,False,7,4.0,5,21,1.0,2.0,3.0,2.0
-79.16,20.84,66,34.85,0.7,3.7514,-2.8487,10.778,-5.1584,-90.4,35,31,False,14,3.0,5,21,1.3,3.0,3.0,3.0
-79.18,20.82,69,52.17,0.61,1.4956,-2.6716,5.6941,-4.9129,-83.19,37,32,False,14,3.0,5,21,1.3,3.0,1.5,1.5
-79.18,20.82,74,50.0,0.5,1.423,-2.8396,4.6366,-5.533,-89.91,37,37,False,7,3.0,5,34,1.0,3.0,1.5,1.5
-79.25,20.75,59,49.15,0.63,2.0892,-3.187,7.2379,-5.0433,-87.87,32,27,False,7,4.0,5,34,1.3,3.0,2.0,1.5
-79.25,20.75,57,36.84,0.73,2.8078,-2.2343,9.6409,-4.076,-86.43,30,27,False,10,4.0,7,21,1.5,2.0,2.0,2.0
-79.26,20.74,69,57.97,0.54,1.5084,-3.8194,7.4485,-6.6525,-85.87,36,33,False,10,4.0,5,34,1.0,4.0,1.5,1.5
-79.28,20.72,91,59.34,0.59,1.3451,-3.3219,5.6941,-6.0166,-80.46,49,42,False,14,3.0,5,21,1.0,4.0,1.5,1.5
-79.33,20.67,65,35.38,0.69,2.6342,-2.0954,4.8258,-3.6887,-91.19,31,34,False,7,3.0,5,34,1.3,2.0,3.0,1.5
-79.33,20.67,74,33.78,0.61,2.2281,-1.8539,7.5581,-3.4947,-78.62,39,35,False,14,2.0,7,21,1.0,2.0,1.5,3.0
-79.35,20.65,66,33.33,0.72,2.5756,-1.8007,7.5425,-3.2767,-87.88,35,31,False,7,3.0,7,34,1.0,2.0,2.0,3.0
-79.35,20.65,55,43.64,0.51,1.7251,-2.6059,9.4146,-5.0433,-88.21,29,26,False,7,4.0,7,34,1.3,3.0,1.5,2.0
-79.36,20.64,84,35.71,0.68,2.5352,-2.0616,7.5581,-3.3721,-81.74,44,40,False,14,2.0,5,21,1.0,2.0,3.0,3.0
-79.39,20.61,49,32.65,0.68,3.0345,-2.1526,9.4146,-4.6732,-87.64,25,24,False,7,4.0,7,34,1.5,2.0,2.0,2.0
-79.39,20.61,47,31.91,0.63,2.4418,-1.8144,7.6847,-4.076,-83.33,22,25,False,10,3.0,7,34,1.5,2.0,2.0,3.0
-79.47,20.53,60,41.67,0.64,1.5923,-1.7779,5.7277,-4.076,-81.22,26,34,False,10,3.0,5,21,1.5,2.0,1.5,2.0
-79.48,20.52,92,50.0,0.65,1.6969,-2.626,8.5019,-5.533,-88.18,46,46,False,7,3.0,5,21,1.0,3.0,1.5,2.0
-79.49,20.51,81,38.27,0.88,3.258,-2.292,7.472,-4.6732,-91.98,41,40,False,7,4.0,5,21,1.0,2.0,3.0,1.5
-79.53,20.47,67,29.85,0.84,3.8615,-1.9519,10.6695,-4.076,-92.5,34,33,False,10,3.0,7,21,1.3,2.0,3.0,3.0
-79.6,20.4,70,48.57,0.62,1.6911,-2.5825,9.6409,-4.9893,-89.67,38,32,False,10,4.0,7,21,1.0,3.0,1.5,2.0
-79.65,20.35,55,32.73,0.68,2.5773,-1.8338,5.7119,-3.2753,-86.78,26,29,False,14,3.0,5,21,1.5,2.0,2.0,3.0
